Club,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
Getafe,-0.19766181411829473,-1.2107604379640793,-0.6712482088421451,-0.025836766822668316,0.3797370980015503,-0.4210112975086216,0.5932956515616111,-0.31021201751655375,-0.08407812513832294,-0.36950924828924603,0.14805056214930393,-0.2995421174186615,0.2286791541838544
Girona,1.182091869193127,0.5313300850800189,-0.22928155506663714,-0.7468981531081187,0.10901759591653525,-0.074986134694777,0.25145669862608233,-0.03122577081491358,-0.0005228721055555057,0.2271798593706041,0.0029802101976776946,-0.062004969164639885,0.10161138201163748
Hamburg,-0.2187752541425444,-0.08936762555151641,0.03395496841041553,0.612047662307714,0.4314281747391465,0.37909359966674655,-0.4098889616830424,-0.13459736805241312,0.10438937279305453,0.2121924251245062,0.02895778992081785,0.01909679847050256,0.07128509954570082
Havre AC,-0.3278718919414595,-1.940210615050672,-0.08208852616363572,-0.2509665861822586,0.22998047893687543,-0.5263421764459065,0.21924767604293316,0.20125131483245365,-0.2827016136552632,-0.0989362824310366,-0.20356111649124242,0.26234105126829416,0.09195191686661351
Heidenheim,-1.449232562750349,-0.17638345654382095,0.576570617097648,0.31218258710905167,0.9791452562852674,0.5237131742767325,-0.4216791534317491,-0.055305231776451455,0.1491076499607105,0.12604730547316706,-0.019070690129205693,0.02192114002872843,0.31800416645301893
Hellas Verona,-1.121716483158919,-1.684569616393158,-0.007329875269718281,-0.33475650237503635,0.15314541999843662,-0.17557132689807453,-0.2140851215533768,-0.1586095943152316,-0.11369269440207953,0.013342891146422462,0.274786433740292,-0.0849563176366144,-0.02495077204296619
Hoffenheim,-1.154315523476796,-0.08155513486693844,0.315686984198307,-0.17667347543980594,0.2959176898939776,0.2464640328605968,-0.5186976728553214,-0.5033087588608559,-0.031629131067286285,-0.2292716150719197,-0.1509437159423743,-0.1366758744212764,0.0786824544637885
Inter,-1.0193087582519946,-0.6486593302519287,0.380293872648773,-0.4253330084001828,0.22974776665850946,-0.24190880099311537,-0.03790284704723712,0.3320938484309391,0.42804789678810984,0.1609269061455747,0.001426613482136476,-0.0757041222133047,-0.21318420136659127
Juventus,0.32332033222728107,1.6999381736004353,0.5820694995797849,0.35403096313014876,-0.3687782556168572,0.09747092424606796,0.024025891201393344,0.10365871529053121,0.0985755158234428,-0.2739828135717443,0.06224930502373816,0.22450779928700323,-0.05551815113892727
Köln,-0.712353268267089,-0.4085296152467183,-0.07680348887533928,0.18954683548336942,0.5945320349230963,0.31111626048889696,-0.19526856038749893,-0.36712658462910697,-0.10611442346173124,-0.16174211662806776,-0.034435900087372066,-0.13368490622179002,0.3989365957493239
Lazio,0.49353623929631435,0.5394578760736273,0.001939453379600187,0.23386861637920647,0.1784932554377098,-0.342909857421438,-0.2990474131171047,0.004618777932947055,0.4939854489463469,0.33972925734090387,0.07268221459301888,0.06659688430427396,0.13276861806846935
Lecce,-0.8550468773643926,-2.812060914970525,0.17072236714388334,-0.42374622963941827,0.2131384211873513,-0.1645229624046665,-0.07937144971654334,0.18946734851155972,0.2643654291505886,-0.08459805764176327,-0.09793456504660872,0.13958655982333548,-0.021078916667435322
Leeds,-0.3799271475974288,0.3519225469667396,0.2453616059832654,0.6356625255696381,0.2518191639152819,-0.21594186502232085,-0.0625479355297046,0.15726609166562044,-0.4353868584949294,-0.05817543872232649,-0.009239081376449309,-0.16844567130277285,0.3063609519450225
Lens,-0.684392598950293,-0.6552967369112738,-0.0825757459863506,0.4006584752963288,0.08448283795772925,-0.05231792893444961,0.39058789867487204,0.21189969836075204,-0.10937836037290632,0.1588492251916509,-0.20459994427114184,0.14042498221279892,0.05302406441811932
Levante,0.13813289576551147,-1.2503871043403474,-0.5172097937368632,-0.6066468404702753,-0.023825873069243917,0.15256042189006117,0.6742109410370359,-0.21636998541578295,-0.14982207782219265,0.20987316883059087,-0.4049907355619004,-0.3718506340251719,-0.28243474343766944
Lille,0.07376421979877801,0.05480708160518169,-0.14955994001794504,-0.18010932123477313,0.012887184901212037,-0.15602991101464905,-0.18593395308587737,-0.15315091626945834,-0.0760230333686816,0.2868866966499413,-0.005167760938694681,0.12220092553711981,0.047931866801388355
Liverpool,0.9647987335037748,1.493077242847829,-0.21873501225906536,0.37541891737990046,-0.6157279543181954,-0.15564108998865855,-0.09956794241808581,-0.04699667393438337,0.4483060319118338,0.12419779876350287,0.12348944517426101,-0.20833252678965447,0.3235416827774395
Lorient,0.0789842427593366,-1.7601231622655817,-0.34628129601008845,0.3818924910964954,-0.2025530777048714,-0.04618941083904896,-0.0059696143188351205,0.3356672014136607,-0.4113419581702137,0.3479323354938426,-0.5518177227670552,0.265789267469047,-0.027456077264886296
Lyon,0.6591401968211248,-0.8661971332627958,-0.4125221628793211,-0.11081371265624067,-0.0604045892681511,0.2835490744557837,0.17770783317216118,-0.14816505754695658,0.2632356435879941,0.4251323254022056,0.03258319050443237,0.19599939140700479,-0.15763550580393662
Mainz,-1.0674779233837297,-0.41778117241606316,-0.2924158102654213,0.5662132926347726,0.7799407004900482,-0.3278131863685184,-0.24009469071361772,-0.12895153254467864,-0.349175109762467,0.32047375493785846,-0.03320096840105778,-0.08256040319499312,0.19877527219951524
Mallorca,-0.36961093988439325,-0.5166770422595918,-0.5383638442198193,-0.3167204914037345,0.45428580965649523,-0.46649841548215376,0.45451022653557865,-0.09815365162923229,-0.12878640865284538,0.06394396476210484,-0.1771237253517386,-0.10691499498221074,0.18306403966419485
Man City,1.022846165759791,2.7269010935070046,-0.17041278444366761,0.46793401788672506,-1.2006910003305624,-0.6508227974051927,-0.23476706254097462,0.16178622933814324,0.28095092872894556,-0.28279664993842674,0.07028651549181138,-0.05241479073878062,-0.013962040214417635
Man Utd,0.03413534922176358,1.9542728065422252,0.05964288009479474,0.07077221351349683,0.10847862990864883,-0.10194803154068914,-0.45238732683377086,-0.19757870072114944,0.2402260960634897,-0.005937960433856725,-0.34389251048560915,-0.3116787980158563,-0.09900459917152991
Marseille,1.0217501167577956,1.0373644260374695,0.08196994793233771,-0.06901097603428963,-0.30347558143554376,-0.13809659889387893,0.2962908521887774,0.05236962804368282,0.07080421586278965,0.26734182070115753,-0.023087965407417473,0.16338842949975432,-0.3373135749445402
Metz,0.27735193177235146,-1.6054273763355298,-0.5462234077409506,0.02592427515999086,0.446848798913101,-0.11040626425188757,0.17364986100652322,-0.19033877924162132,-0.40299143727083053,0.39553498608709486,-0.15675194804768192,0.19479114390171948,-0.07416142944036697
Milan,0.4528725372978462,1.8868339018926084,0.27876600841881316,-0.21833206672830185,-0.4806570253831252,0.14208222346867885,0.21232416823264422,0.2748106982992849,-0.03200858145099298,0.07237208549970431,-0.0602565784214316,0.21003821045883156,-0.04117583343689603
Monaco,0.7722143991656735,0.041000731776876145,-0.1465627273683375,0.07483409027701406,-0.31287099035930555,-0.1194974563509695,-0.31317924133863356,0.0029520692277098803,-0.030634922642243045,0.025469624837798376,0.3142239181840429,-0.023431080401533133,-0.27697061879247403
Nantes,-1.453638561166534,-1.223931247439509,-0.2686562279474486,-0.15863373638806355,-0.06979620517309708,-0.4212326711393056,0.2078188230893315,0.1862622177275964,-0.11180070926268722,0.32407671557957884,0.13668487077801528,0.4108855227775068,-0.14099594848373104
Napoli,0.4357557375813104,1.141449268331428,0.4321771957191586,0.14105235121385934,-0.26439903393258457,0.06715178845279204,0.21721487122062214,-0.08948467628656406,0.19449989822311242,0.1855467092578526,-0.01659519617742217,0.09534590095892,0.020391155246985405
Newcastle,-0.19209001233516024,1.5010028442656143,0.10147525996021596,0.13336376781312662,-0.1893148272516996,0.214330779261548,-0.08370029628675495,-0.18713959114186532,-0.08734516966371436,-0.3087604518396598,0.1723460216767654,-0.40706297581470124,0.3313429971433203
Nice,0.06755515554086422,0.06366731652511551,-0.17569213014652743,0.1399908660656271,-0.1654777934796214,-0.30723522849498863,-0.3537641390162535,-0.0029536102852414686,0.07280991254104989,0.4717418151289155,-0.11083050055943183,-0.1762948802944829,0.11657126893758983
Nottm Forest,0.321462881734643,0.2391495122034522,0.5560357191575416,0.2412807953199115,-0.5230049535386393,0.20907325021126158,-0.20551252024261557,0.00307446011992071,-0.2553679860363596,0.09602883441989292,-0.28017635698315735,-0.2119825316611705,0.04937857501246822
Osasuna,0.034839936481833124,-0.5701840127446199,0.09003155766345144,-0.9845604440235143,0.13626374049175113,0.041403375187311346,0.6426312690018204,0.013191116603057239,-0.4368068074996531,-0.02793952810103879,0.10061321621198874,-0.2416320210742197,0.07838508505713687
PSG,1.1846561044242967,1.7419812084047253,-0.31108455730753376,0.3952058744749122,-1.3798621481441458,-0.30819150769547105,-0.22319507812215603,0.08513295426480409,0.2632296789830166,-0.21323119369223553,0.2165841081973,0.07474603786091638,-0.4088356719826116
Paris FC,0.8646871631070242,-0.5350052365821274,-0.2933633404779215,-0.18746293095500666,0.28153206621008753,-0.3244100080108276,0.5087237024054643,0.1443489267875461,-0.07782353488806107,0.22609806283841474,-0.14328485545578543,0.29496317282813,0.6124160933248779
Parma,-0.6005390616190726,-1.2102476393537427,0.35220649683104505,-0.3847979474627094,0.8195458025937198,-0.07210934631038611,-0.051230290646480624,0.018190061329395036,0.352699030868381,-0.4169482669159396,0.2026037560857196,0.041114756013109106,-0.3142649278237509
Pisa,-0.8084502485141598,-1.5747775389675795,0.07553526516620203,-0.4779833804940125,0.21269259491449607,0.2671483841068214,0.034729067260000065,0.210909442343389,0.006039803307194278,0.4700488409610202,-0.139646677789522,-0.24811432043511417,-0.23535152452685182
RB Leipzig,0.09821024836553807,0.22279001375906385,-0.2993476598977342,0.6926260365875118,0.19214080679492537,0.15436951756579115,-0.5808035820815237,0.12742598309460662,0.197447932816016,-0.040089193485933074,0.28673455357685357,-0.11548340252635586,0.056238123074718954
Rayo Vallecano,0.12989262807774593,0.5976047667435473,-0.8439771704971335,0.2533545177921538,0.17170388069882106,-0.19434908997383876,0.2093647497908235,-0.06318191654920487,0.0010459825769272343,0.06344037420084206,-0.2142963945132259,-0.2394019100694764,0.26075254683801186
Real Betis,0.6394644207113562,1.1500783138793738,-0.17917172325896075,-0.03161200681578056,0.19174014631970746,0.03643161813660195,0.05291234149325894,-0.06478465079903578,0.029597817898157353,0.286752481606428,-0.41981551199355144,0.17830361642749554,-0.07710073414806153
Real Madrid,1.7416795278695405,2.8946353346637754,-0.21841343472076272,0.5454143758374738,-0.5092737405136737,0.09300129877628426,0.11670406774640485,-0.06981364316267741,0.5939233284695672,-0.18896496822167777,0.15629690429437704,0.29964902630196794,-0.2692883644430527
Real Oviedo,0.4882837765650031,-0.882248465321704,-0.005623518528140053,-0.6791255190436374,0.1229264255387116,0.4410928777867873,0.6359461951633992,-0.40987812725067624,-0.3077523941923524,0.4742092836524801,-0.4622094602344032,0.3440335630182187,0.21359335929222667
Real Sociedad,1.374073833823457,0.9336940847113301,-0.19838748588237348,-0.633818286579778,-0.10876925677175471,0.2533957621696654,0.6479833679086918,-0.32541404936796375,-0.030612787846380517,-0.4961547924989776,-0.06889174598083002,-0.3297369586325435,-0.46329890213802605
Rennes,0.5359024755460219,0.020485282104811358,0.009794052981345983,-0.16504806876946354,-0.29083217855809707,-0.1023357814474617,0.05334636971704419,0.34223053074017634,-0.39412259288018964,0.2631923942711162,-0.243166205512094,0.022934647676731167,-0.048438931067374714
Roma,0.47814253547885793,1.099370257090873,0.013825503081186536,0.05340295078925061,-0.15735963520871526,0.16335849694283344,-0.13540177723956995,0.09022790444053266,-0.12151023292915539,-0.16946492072044006,0.31882302885232433,0.019964942991913412,-0.1635188738610279
Sassuolo,-0.4587750954872851,-0.3522399222333173,0.557475328761726,-0.5847341491139948,-0.02017015652288657,0.3669791359730406,-0.003022688858345655,0.24861814893842457,-0.3958742052135544,-0.2550234716304606,-0.30110126320206526,0.10223338354824031,-0.21625078832889594
Sevilla,-0.13311491687180435,0.7793459894671722,0.13722705046497555,-0.1258525786585884,0.029919697992956074,-0.05291104049139499,-0.09178363675469878,-0.4853180273773746,0.28706732413727837,0.16822486554384583,-0.1971152220085755,-0.036556731641332676,0.11351677824592621
St. Pauli,-0.8969598159703791,-1.329246437365296,-0.07131645701924487,-0.04529454339572978,0.4534913121046274,0.2566694544162878,-0.16018115072667696,0.09198853439297164,-0.06333536951249177,-0.1639460441894215,0.13962560116151107,0.2067630239901646,0.45842107729252
Strasbourg,0.2753264241813365,-2.3794539145438436,-0.10782445834127093,-0.17496622729700362,-0.48148787183371183,0.17551129793674888,-0.2988018220238849,0.12261680877332108,0.1762516089344963,0.17188235109223773,0.03802289344718833,0.3317427159203543,-0.00017455632911593058
Stuttgart,-0.4663557989537216,0.15256819761541232,0.3417385644193558,0.16715118148181532,0.07937808677481203,0.20805815906387948,-0.4013361223502309,-0.5386808017398498,-0.09540786615248295,-0.10449035427183434,0.30801415991560094,-0.08445817732258482,0.08533969046927525
Sunderland,-0.17578112281799277,-0.15358843758482288,-0.3294351331903495,-0.19741698501077143,-0.2635579464018393,-0.17622849494761847,-0.007625660780786565,0.15028369722586377,-0.48074382745325517,0.1275868814943969,-0.2192623900582204,-0.012489434174088201,0.16635328122694834
Torino,0.031701576797555774,-0.5867581581663934,0.6945470076405396,0.08611801193592741,0.31647953110142524,0.293607693335607,0.09489419388862484,0.11869031497375984,0.04548659421412097,-0.13384856418072497,-0.20617435259962477,0.024624843359492412,-0.025726749707077504
Tottenham,0.47898776290077316,1.8350545038058506,0.2083546577788905,0.6641185516488551,-0.7781937798935353,0.11786895192381644,-0.06150420152096956,0.42723833719406595,0.327540857641355,-0.19426866642409857,-0.08879571351961292,0.015425741039752834,-0.13420225361543497
Toulouse,0.3383556441990339,-1.7258097144943296,-0.31936639652674165,-0.7283505141121237,0.06767048626053349,0.03715347369952371,-0.2044399237235885,-0.25838281138481844,-0.02827088468071591,-0.0767394396585683,-0.0017697896072756472,0.1421752561784104,0.07355320564072669
Udinese,-1.0311444938934993,-1.2029697493528726,0.5894617128328169,-0.15463151861375798,0.22337456683755044,0.3640939175859799,0.15225854255730367,0.12488336707739793,-0.1864397631992565,-0.15037605318420114,0.02347945657395922,-0.04182815351098316,-0.26704492250434336
Union Berlin,-0.7966066201360045,-0.5462620620115548,0.13230413126602433,0.5262185618419581,0.7119627376721873,0.2627859962612852,-0.24928025143947052,0.09489859196159796,0.04069520674422066,-0.08653638586668821,0.44362260011270654,0.0943759407594653,0.028557168850268485
Valencia,0.290969744124463,0.288429028896617,-0.3524015889052082,0.14933384928542623,0.033047208141212855,-0.2579335541271419,0.2658551797874522,-0.24503988634071175,0.017748736130357094,-0.33419161442796,0.1367043158801128,0.11263391862961808,0.15594042571045866
Villarreal,0.7969449786942711,0.383272253635144,-0.11085199280309217,-0.4082896843716169,-0.09502829432641274,0.2571915496676333,0.29164903879358234,0.03181168318766268,0.25021400375636227,-0.007856358771020564,0.08081258862192012,0.15118868352703924,-0.3484808351045409
Werder Bremen,-0.33194899288724083,-0.7542391537074812,-0.27240691246839893,0.4313589363740126,0.4846820932071961,0.28754723292589046,-0.4257420670325234,-0.46199457146851874,-0.07440672393995144,-0.12289011772237651,0.08481766427109477,-0.2648351318571923,0.16473266790451813
West Ham,-0.12772232653976429,2.0588214486648138,0.326676584696184,0.42489171107069496,-0.36513869225265977,-0.34786443302624104,0.2292108946805331,0.21491780205203462,-0.1992510000311533,-0.08586714898330401,-0.02421936673166542,0.013144653740014568,0.20024208170104044
Wolfsburg,0.8207036287279132,-0.06127630923818147,0.0322321524455506,0.048706620033321046,0.4987799409751607,0.3236856750679578,-0.5538809837872672,0.3961339673115906,0.02643813124228368,-0.39545787251955605,-0.03511088448491029,-0.15899385435088667,-0.023437119294509118
Wolves,-0.4443910947998023,-0.15444186719194083,0.2802548208178524,0.09224521542211753,-0.17019557254428436,0.3182836694452446,-0.026123459890784385,-0.09620197363988739,-0.3433266959525745,-0.04838631622368361,0.035775624484488275,-0.0997581757426779,-0.07824577831457716
